,datetime,open,high,low,close,volume
405,2023-01-01,16537.5,16799.0,16488.0,16667.2,523734.346
406,2023-01-04,16667.3,17030.0,16645.7,16943.8,843090.814
407,2023-01-07,16943.9,17387.8,16900.1,17169.7,635968.232
408,2023-01-10,17169.6,19120.0,17140.4,18838.0,1723932.237
409,2023-01-13,18838.1,21544.0,18711.0,20882.7,2245961.074
410,2023-01-16,20882.7,21672.0,20386.0,20680.0,2027324.311
411,2023-01-19,20680.1,23390.0,20659.9,22781.9,1863059.917
412,2023-01-22,22781.8,23193.1,22287.0,22627.4,1513948.467
413,2023-01-25,22627.5,23837.4,22310.5,23068.0,1630467.7
414,2023-01-28,23068.1,23962.7,22484.2,22819.9,1320966.581
415,2023-01-31,22819.9,24281.4,22715.3,23493.1,1590897.015
416,2023-02-03,23493.0,23719.9,22741.0,22929.2,1024614.865
417,2023-02-06,22929.3,23450.0,22600.0,22955.9,1247899.118
418,2023-02-09,22955.9,23007.8,21405.0,21851.3,1361531.514
419,2023-02-12,21851.2,22320.0,21338.0,22187.4,1387174.295
420,2023-02-15,22187.4,25290.0,22038.5,24581.5,2706856.778
421,2023-02-18,24581.3,25200.0,23827.0,24849.9,1451463.256
422,2023-02-21,24849.9,25347.6,23572.0,23928.8,2211044.09
423,2023-02-24,23928.7,24138.6,22700.0,23545.3,1413768.646
424,2023-02-27,23545.2,24022.7,23008.4,23619.8,1650925.115
425,2023-03-02,23619.8,23790.5,21883.2,22335.7,1203083.949
426,2023-03-05,22335.8,22650.0,21908.0,22187.1,1129732.241
427,2023-03-08,22187.1,22276.4,19521.6,20140.3,2737906.592
428,2023-03-11,20140.3,24517.2,19752.5,24119.5,3169984.136
429,2023-03-14,24119.5,26489.9,23888.0,24990.4,3410066.01
430,2023-03-17,24990.5,28397.0,24875.3,27955.7,2840758.458
431,2023-03-20,27955.8,28881.0,26590.0,27233.8,2703104.432
432,2023-03-23,27233.8,28777.0,26960.0,27447.3,1839923.472
433,2023-03-26,27447.2,28186.9,26480.0,27249.7,1627272.579
434,2023-03-29,27249.7,29184.8,27223.6,28454.9,2038376.361
435,2023-04-01,28454.8,28845.3,27166.0,27786.1,1314811.455
436,2023-04-04,27786.1,28800.0,27650.2,28022.8,1332000.232
437,2023-04-07,28022.9,28539.1,27755.0,28309.4,684241.618
438,2023-04-10,28309.4,30564.0,28153.6,29875.0,1772708.846
439,2023-04-13,29874.9,31059.0,29836.7,30280.4,1231808.191
440,2023-04-16,30280.4,30560.0,29078.1,30365.8,1198933.837
441,2023-04-19,30365.8,30410.0,27100.0,27252.5,1970878.229
442,2023-04-22,27252.6,28000.0,26919.3,27497.5,1258899.644
443,2023-04-25,27497.4,30048.2,27176.6,29459.0,2745763.922
444,2023-04-28,29459.0,29950.0,28870.0,29223.0,1144162.245
445,2023-05-01,29223.0,29325.5,27650.0,29018.4,1814986.987
446,2023-05-04,29018.4,29840.0,28333.0,28837.8,1480539.662
447,2023-05-07,28837.9,29137.0,27250.0,27610.2,1334264.106
448,2023-05-10,27610.2,28297.0,25751.0,26785.1,1876970.547
449,2023-05-13,26785.2,27650.0,26557.0,27152.5,940537.432
450,2023-05-16,27152.5,27500.0,26335.3,26809.3,1408210.148
451,2023-05-19,26809.4,27288.0,26611.2,26732.8,700389.735
452,2023-05-22,26732.8,27527.5,26060.0,26313.8,1232398.815
453,2023-05-25,26313.9,26925.0,25850.0,26841.6,882692.706
454,2023-05-28,26841.6,28442.0,26746.0,27680.1,1185785.256
455,2023-05-31,27680.0,27825.0,26477.6,27227.8,1267279.555
456,2023-06-03,27227.8,27460.0,25360.1,25714.7,1101238.192
457,2023-06-06,25714.6,27394.4,25321.6,26485.9,1724595.025
458,2023-06-09,26486.0,26775.0,25300.0,25909.9,1172002.33
459,2023-06-12,25910.0,26430.5,24796.8,25115.9,1198118.824
460,2023-06-15,25115.9,26900.0,24777.0,26508.9,1312854.727
461,2023-06-18,26508.8,28397.8,26230.9,28290.6,1400687.539
462,2023-06-21,28290.7,31500.0,28236.4,30673.4,2383599.24
463,2023-06-24,30673.5,31053.2,29890.1,30260.1,996171.798
464,2023-06-27,30260.1,30998.5,29804.6,30439.9,1204802.628
465,2023-06-30,30439.9,31300.0,29500.0,30612.7,1176717.739
466,2023-07-03,30612.7,31395.2,30175.8,30488.4,966022.074
467,2023-07-06,30488.4,31568.0,29680.0,30269.3,1197803.366
468,2023-07-09,30269.2,31040.0,29928.8,30608.4,890316.547
469,2023-07-12,30608.3,31850.0,29876.6,30293.3,1659774.013
470,2023-07-15,30293.3,30441.6,29630.0,30126.1,629541.841
471,2023-07-18,30126.0,30420.0,29400.0,29791.0,1046079.035
472,2023-07-21,29791.0,30368.2,29602.2,30070.8,589234.876
473,2023-07-24,30070.9,30091.7,28830.0,29336.0,949148.617
474,2023-07-27,29336.0,29558.4,29065.5,29339.1,531777.12
475,2023-07-30,29339.1,29735.0,28550.0,29701.2,842611.618
476,2023-08-02,29701.2,30059.9,28780.0,29101.1,973089.107
477,2023-08-05,29101.1,29274.5,28682.3,29202.7,483355.503
478,2023-08-08,29202.7,30250.0,29132.4,29443.7,1055825.54
479,2023-08-11,29443.7,29565.1,29220.0,29293.3,319472.548
480,2023-08-14,29293.3,29686.7,29050.0,29167.6,535013.216
481,2023-08-16,29155.8,29229.6,24581.0,26042.1,1611854.296
482,2023-08-19,26042.0,26285.0,25783.4,26115.4,575814.268
483,2023-08-22,26115.4,26806.0,25280.0,26164.6,1012835.941
484,2023-08-25,26164.6,26300.0,25754.4,26087.7,425261.754
485,2023-08-28,26087.6,28168.0,25850.4,27290.4,1235539.913
486,2023-08-31,27290.4,27674.3,25312.0,25855.8,971734.065
487,2023-09-03,25855.8,26135.2,25531.2,25779.7,492804.65
488,2023-09-06,25779.7,26451.0,25326.0,25899.8,755995.08
489,2023-09-09,25899.9,26037.3,24888.0,25150.4,658098.597
490,2023-09-12,25150.4,26880.0,25116.4,26510.3,1307968.867
491,2023-09-15,26510.3,26890.0,26206.6,26514.2,506378.629
492,2023-09-18,26514.2,27480.0,26358.6,27107.7,1254972.226
493,2023-09-21,27107.7,27149.0,26360.1,26563.1,549364.001
494,2023-09-24,26563.0,26739.9,25965.0,26208.8,595509.778
495,2023-09-27,26208.7,27308.7,26050.0,26890.9,1059988.341
496,2023-09-30,26890.9,28613.0,26870.4,27477.6,925977.82
497,2023-10-03,27477.7,28110.0,27123.0,27398.4,934052.308
498,2023-10-06,27398.3,28450.0,27156.0,27901.2,733875.356
499,2023-10-09,27901.2,27977.0,26525.0,26864.5,942282.648
500,2023-10-12,26864.5,27120.8,26534.8,26836.3,545665.975
501,2023-10-15,26836.4,30720.0,26790.4,28381.9,1297194.002
502,2023-10-18,28382.0,30243.0,28076.0,29653.0,1181855.162
503,2023-10-21,29653.0,35981.9,29443.5,33074.0,1444540.25
504,2023-10-24,33074.0,35300.0,32833.5,34154.0,1726913.171
505,2023-10-27,34154.0,34773.8,33350.0,34528.6,592265.46
506,2023-10-30,34528.6,35734.0,34016.8,35437.4,1023506.702
507,2023-11-02,35437.5,35999.9,34123.0,35069.7,857016.8
508,2023-11-05,35069.7,35921.7,34356.0,35406.5,777116.504
509,2023-11-08,35406.5,38499.9,35073.0,37330.4,1413031.278
510,2023-11-11,37330.3,37464.8,36350.0,36486.2,535204.977
511,2023-11-14,36486.2,38000.0,34446.3,36176.0,1255528.736
512,2023-11-17,36176.0,37528.2,35868.3,37375.9,596376.98
513,2023-11-20,37375.8,37880.0,35610.7,37413.4,1099424.815
514,2023-11-23,37413.5,38425.0,36856.3,37766.6,618990.983
515,2023-11-26,37766.7,38395.0,36700.0,37812.1,758297.67
516,2023-11-29,37812.0,38989.0,37442.9,38660.0,795182.746
517,2023-12-02,38659.9,42440.0,38613.5,41993.1,1037621.075
518,2023-12-05,41993.1,44528.1,41393.5,43296.0,1305417.737
519,2023-12-08,43296.0,44779.3,43100.0,43810.0,615768.508
520,2023-12-11,43810.1,43833.4,40228.3,42875.0,1374004.853
521,2023-12-14,42875.0,43450.1,41140.0,42287.4,779354.797
522,2023-12-17,42287.4,43550.0,40553.8,42298.3,915420.37
523,2023-12-20,42298.2,44484.0,42218.3,43999.2,892273.011
524,2023-12-23,43999.2,44023.0,42550.0,43611.9,484969.724
525,2023-12-26,43611.9,43850.0,41597.0,42600.1,804450.398
526,2023-12-29,42600.1,43171.9,41283.2,42314.0,694820.824
527,2024-01-01,42314.0,45950.0,40333.0,42849.5,1262077.892
